question,answer,category,product,language
Price COD. Price of Cardamon 8.5grade 0ne kilogram?.,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
"Please send me 100 gm cinnamon,+50gm cardamom+50 gm clove,, let me know the total price, will pay by GPay.",Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
"Please let me know the Gpay no. As discussed with Sunitha, please send Elakka 200 gms Grampoo: 200 gms Combo Rs.1100 in total",Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
ഏലക്ക 200g കുരുമുളക് 200g ഗ്രാമ്പു 200g ഇത് ഓഫർ റേറ്റ് ആണോ ഇതിന്റെ വില എത്രയാണ് Payment,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
100 gm. Cardamom venam send cheyumo ethra roopaya cod ano atho googglepay ano,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
Half K G first quality elakka(cardamom) ayakkamo Payment and mode of payment parayamo Will give you adds details after your response,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
cod ane vendathe 200gram elakka 500gram kurumulake venam,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
500 gram cardamom -8.5 required. Payment എങ്ങനെയാണെന്ന് പറയുക.,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
GPay No : Please Rs 849 ഏലക്ക 100+ഗ്രാമ്പു 100 കുരുമുളക് 250g,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
ഏലക്ക തരില്ലേ. അഡ്രെസ്സ് ഇട്ടിട്ടുണ്ട്. Cod ഇല്ലേ,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
GPay ചെയ്യട്ടെ Ok,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
Please share the amount I will google pay,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
Thank you for calling.please send the remaining 500g for which I have already paid Ok,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
payment 100 gm ഏലക്ക + ചുരുളൻ കറുകപട്ട 100 gm.,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
Send QR Code 👍,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
"Gpay number?? C/610, Dosti Coral 3, Barampur, Near Alphonsa church, Vasai west, Palghar Dist., Maharashtra, Pin.. 401402 [unsupported] 200 gm ഏലക്ക",Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
ഈ നമ്പർ.... gpay ആണോ. ഏലക്ക ആണ് വേണ്ടത്.,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
Can I pay via GPay?,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
Is COD available?,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
GPay number tharamo?,Spices 🌿Direct from Idukki 🌿 ഇടുക്കിയിൽ നിന്നുള്ള ശുദ്ധമായ രുചിയും സുഗന്ധവും *Cardamom (ഏലക്ക) – 8.5 mm A+ Grade* 🔥 100g – ₹460 + ₹40 Delivery 🔥 200g – ₹840 ✅ Free Delivery *Clove (ഗ്രാമ്പൂ) – Adimali Origin* 🔥100g – ₹180 + ₹40 Delivery 🔥 200g – ₹340 ✅Free Delivery *Cleaned Black Pepper (Idukki കുരുമുളക്)* 🔥 250g – ₹300 + ₹40 Delivery 🔥 500g – ₹540 ✅Free Delivery 🍂 *Original Ceylon Cinnamon ( Original കറുവപ്പട്ട)* 🔥 100g – ₹320 + ₹40 Delivery 🔥 200g – ₹560 ✅Free Delivery 🔥 Combo Offers 1. 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ – ₹560 ✅Free Delivery 2. 100g ഏലക്ക + 200gm കുരുമുളക് – ₹640 ✅Free Delivery 3. 100g ഏലക്ക + 100gm കറുവപ്പട്ട - ₹699 ✅Free Delivery 🔥All Spices Special Offers (Free Turmeric & Shipping) 100g ഏലക്ക + 100gm ഗ്രാമ്പൂ + 200gm കുരുമുളക് + 100gm കറുവപ്പട,payment_query,cardamom,english
500g cinnamon ₹1400 Payment,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,cinnamon,english
